11-07-2025,47,91,14,0
11-08-2025,43,51,26,0
11-09-2025,50,61,22,0
11-10-2025,62,62,15,0
11-11-2025,50,59,10,28
11-12-2025,54,78,14,0
11-13-2025,49,61,8,35
11-14-2025,37,72,7,0
11-15-2025,49,58,12,0
11-16-2025,47,81,27,0
11-17-2025,67,46,19,0
11-18-2025,29,40,19,0
11-19-2025,38,48,10,0
11-20-2025,51,60,21,0
11-21-2025,37,48,22,0
11-22-2025,45,79,22,10
11-23-2025,49,45,20,0
11-24-2025,50,73,19,0
11-25-2025,38,62,8,0
11-26-2025,45,68,21,0
11-27-2025,61,59,22,16
11-28-2025,43,43,20,0
11-29-2025,49,63,21,0
11-30-2025,53,47,23,0
12-01-2025,26,61,22,0
12-02-2025,31,51,16,9
12-03-2025,32,64,21,0
12-04-2025,42,57,11,0
12-05-2025,44,66,20,0
12-06-2025,34,75,21,0
12-07-2025,43,85,9,0
12-08-2025,39,80,18,0
12-09-2025,38,51,27,0
12-10-2025,41,88,31,0
12-11-2025,46,49,19,0
12-12-2025,51,49,14,10
12-13-2025,27,42,10,27
12-14-2025,33,35,26,0
12-15-2025,36,79,20,16
12-16-2025,28,63,17,0
12-17-2025,32,66,17,0
12-18-2025,34,75,23,0
12-19-2025,27,67,16,0
12-20-2025,27,59,5,0
12-21-2025,44,74,10,0
12-22-2025,28,85,21,0
12-23-2025,43,52,33,0
12-24-2025,42,57,21,10
12-25-2025,25,64,12,0
12-26-2025,39,67,34,0
12-27-2025,42,48,8,0
12-28-2025,19,71,17,0
12-29-2025,40,58,16,0
12-30-2025,24,71,6,10
12-31-2025,19,72,5,0
01-01-2026,29,55,16,0
01-02-2026,36,48,24,0
01-03-2026,21,59,26,0
01-04-2026,28,70,27,0
01-05-2026,23,40,25,0
01-06-2026,27,73,13,0
01-07-2026,39,79,27,35
01-08-2026,41,74,17,0
01-09-2026,31,63,15,0
01-10-2026,22,54,25,0
01-11-2026,31,90,25,18
01-12-2026,35,66,12,0
01-13-2026,33,58,25,26
01-14-2026,18,70,20,0
01-15-2026,41,35,20,28
01-16-2026,33,63,9,0
01-17-2026,38,68,28,0
01-18-2026,24,46,18,0
01-19-2026,37,57,22,0
01-20-2026,26,51,37,22
01-21-2026,37,46,9,0
01-22-2026,28,53,16,0
01-23-2026,34,52,13,0
01-24-2026,29,58,5,0
01-25-2026,41,64,25,0
01-26-2026,26,90,20,0
01-27-2026,31,73,5,0
01-28-2026,37,56,16,36
01-29-2026,41,66,24,0
01-30-2026,34,79,14,0
01-31-2026,33,71,26,0
02-01-2026,24,60,18,0
02-02-2026,33,48,21,0
02-03-2026,34,83,17,0
02-04-2026,37,92,21,0
02-05-2026,28,68,34,0
02-06-2026,35,48,16,0
02-07-2026,39,45,13,0
02-08-2026,39,72,30,10
02-09-2026,41,52,16,0
02-10-2026,33,77,10,14
02-11-2026,38,43,15,0
02-12-2026,23,74,24,0
02-13-2026,50,68,20,0
02-14-2026,34,59,22,12
02-15-2026,32,60,17,0
02-16-2026,42,95,12,0
02-17-2026,33,47,18,0
02-18-2026,26,84,6,0
02-19-2026,33,47,14,0
02-20-2026,29,58,11,0
02-21-2026,53,52,13,0
02-22-2026,38,65,16,11
02-23-2026,37,47,23,0
02-24-2026,35,57,18,0
02-25-2026,33,83,15,0
02-26-2026,29,51,19,0
02-27-2026,41,68,21,0
02-28-2026,37,62,16,22
03-01-2026,47,61,22,0
03-02-2026,28,64,27,0
03-03-2026,50,78,13,0
03-04-2026,53,35,25,0
03-05-2026,53,56,11,0
03-06-2026,48,58,20,0
03-07-2026,45,36,5,0
03-08-2026,48,66,6,0
03-09-2026,40,87,19,0
03-10-2026,52,47,16,0
03-11-2026,39,61,24,0
03-12-2026,52,76,16,11
03-13-2026,59,35,15,0
03-14-2026,37,40,26,0
